nomeMunicipio,dataCaso,confirmadosCaso,recuperadosCaso,obitosCaso,suspeitosCaso,descartadosCaso
Tabuleiro,2020-08-03,5,4,1,4,20
Tabuleiro,2020-08-04,5,4,1,2,22
Tabuleiro,2020-08-06,5,4,1,1,24
Tabuleiro,2020-08-10,6,4,1,5,24
Tabuleiro,2020-08-11,6,4,1,7,24
Tabuleiro,2020-08-12,8,4,1,8,24
Tabuleiro,2020-08-13,8,5,1,10,25
Tabuleiro,2020-08-17,9,6,1,2,32
Tabuleiro,2020-08-20,9,6,1,4,32
Tabuleiro,2020-08-21,9,7,1,2,34
Tabuleiro,2020-08-24,11,9,1,4,34
Tabuleiro,2020-08-25,11,9,1,5,34
Tabuleiro,2020-08-27,11,10,1,9,34
Tabuleiro,2020-08-31,11,10,1,2,40
Tabuleiro,2020-09-01,11,10,1,4,40
Tabuleiro,2020-09-04,11,10,1,3,40
Tabuleiro,2020-09-08,11,10,1,1,42
Tabuleiro,2020-09-10,11,10,1,2,42
Tabuleiro,2020-09-16,11,10,1,1,43
Tabuleiro,2020-09-17,11,10,1,0,44
Tabuleiro,2020-09-22,11,10,1,1,44
Tabuleiro,2020-09-24,11,10,1,1,45
Tabuleiro,2020-10-05,11,10,1,2,47
Tabuleiro,2020-10-06,11,10,1,1,48
Tabuleiro,2020-10-07,11,10,1,0,49
Tabuleiro,2020-10-08,11,10,1,1,49
Tabuleiro,2020-10-13,11,10,1,0,50
Tabuleiro,2020-10-16,11,10,1,1,50
Tabuleiro,2020-10-28,11,10,1,0,50
Tabuleiro,2020-11-04,13,10,1,5,50
Tabuleiro,2020-11-03,11,10,1,1,50
Tabuleiro,2020-11-06,14,10,1,5,50
Tabuleiro,2020-11-09,17,11,1,7,51
Tabuleiro,2020-11-10,21,11,1,8,51
Tabuleiro,2020-11-12,22,14,1,4,57
Tabuleiro,2020-11-13,22,14,1,5,59
Tabuleiro,2020-11-16,23,16,1,2,61
Tabuleiro,2020-11-17,23,21,1,2,61
Tabuleiro,2020-11-18,23,21,1,4,61
Tabuleiro,2020-11-20,23,22,1,4,61
Tabuleiro,2020-11-23,23,22,1,6,63
Tabuleiro,2020-11-24,26,24,1,7,64
Tabuleiro,2020-11-25,27,25,1,8,64
Tabuleiro,2020-11-26,27,25,1,7,65
Tabuleiro,2020-11-27,27,25,1,10,65
Tabuleiro,2020-11-30,27,26,1,5,71
Tabuleiro,2020-12-01,27,26,1,10,72
Tabuleiro,2020-12-02,27,26,1,8,75
Tabuleiro,2020-12-03,27,26,1,8,77
Tabuleiro,2020-12-04,28,26,1,7,78
Tabuleiro,2020-12-08,28,26,1,10,80
Tabuleiro,2020-12-10,28,26,1,8,82
Tabuleiro,2020-12-11,28,26,1,9,83
Tabuleiro,2020-12-14,30,28,1,4,88
Tabuleiro,2020-12-15,30,28,1,9,88
Tabuleiro,2020-12-16,31,28,1,8,90
Tabuleiro,2020-12-17,32,28,1,5,92
Tabuleiro,2020-12-18,33,28,1,4,94
Tabuleiro,2020-12-21,35,28,1,5,94
Tabuleiro,2020-12-22,37,29,1,5,95
Tabuleiro,2020-12-23,40,30,2,7,95
Tabuleiro,2020-12-28,40,38,2,9,99
Tabuleiro,2020-12-29,41,38,2,11,99
Tabuleiro,2020-12-30,44,38,2,9,100
Tabuleiro,2020-12-31,46,38,2,6,101
Tabuleiro,2021-01-04,47,38,2,7,108
Tabuleiro,2021-01-06,47,38,2,11,108
Tabuleiro,2021-01-08,48,44,2,5,112
Tabuleiro,2021-01-11,49,44,2,2,118
Tabuleiro,2021-01-14,49,44,2,7,118
Tabuleiro,2021-01-15,49,44,2,9,119
Tabuleiro,2021-01-18,50,46,2,7,121
Tabuleiro,2021-01-19,50,46,2,6,122
Tabuleiro,2021-01-20,50,46,2,2,128
Tabuleiro,2021-01-21,50,47,2,3,128
Tabuleiro,2021-01-22,54,48,2,4,128
Silveirânia,2020-05-08,0,0,0,0,1
Silveirânia,2020-06-03,2,0,0,0,1
Silveirânia,2020-06-04,3,0,0,0,1
Silveirânia,2020-06-17,3,3,0,0,1
Silveirânia,2020-07-09,4,3,0,1,1
Silveirânia,2020-07-10,4,3,0,9,1
Silveirânia,2020-07-13,5,3,0,1,8
Silveirânia,2020-07-23,5,4,0,1,27
Silveirânia,2020-07-29,5,4,0,2,27
Silveirânia,2020-08-28,5,5,0,0,27
Silveirânia,2020-10-01,5,5,0,0,52
Silveirânia,2020-10-16,5,5,0,1,75
Silveirânia,2020-10-23,5,5,0,0,75
Silveirânia,2020-10-30,5,5,0,0,78
Silveirânia,2020-11-06,5,5,0,0,79
Silveirânia,2020-11-20,5,5,0,0,82
Silveirânia,2020-11-21,6,5,0,0,82
Silveirânia,2020-11-24,7,5,0,0,82
Silveirânia,2020-11-25,8,5,0,0,82
Silveirânia,2020-11-26,9,5,0,0,82
Silveirânia,2020-12-01,12,5,0,0,82
Silveirânia,2020-12-03,16,7,0,0,82
Silveirânia,2020-12-07,18,9,0,0,82
Silveirânia,2020-12-09,19,9,0,0,82
Silveirânia,2020-12-11,20,13,0,0,82
Silveirânia,2020-12-14,25,14,0,0,82
Silveirânia,2020-12-17,32,17,1,0,82
Silveirânia,2020-12-21,32,17,1,0,82
Silveirânia,2020-12-26,32,23,1,0,82
Silveirânia,2020-12-28,33,25,1,0,82
Silveirânia,2020-12-30,33,28,2,0,82
Silveirânia,2021-01-07,35,28,2,0,82
Silveirânia,2021-01-08,36,30,2,0,82
Silveirânia,2021-01-11,39,32,2,0,82
Silveirânia,2021-01-13,41,32,2,0,82
Rodeiro,2020-06-01,12,10,0,42,37
Rodeiro,2020-06-03,13,10,0,29,38
Rodeiro,2020-06-10,15,12,1,20,41
Rodeiro,2020-06-09,15,12,1,27,41
Rodeiro,2020-06-08,13,12,1,20,41
Rodeiro,2020-06-05,13,12,0,35,41
Rodeiro,2020-06-07,13,12,0,35,41
Rodeiro,2020-06-02,12,10,0,32,37
Rodeiro,2020-06-02,12,10,0,32,37
Rodeiro,2020-05-31,12,10,0,47,37
Rodeiro,2020-05-30,12,10,0,47,37
Rodeiro,2020-05-29,12,10,0,47,37
Rodeiro,2020-05-28,12,7,0,46,31
Rodeiro,2020-05-27,12,6,0,53,31
Rodeiro,2020-05-26,11,6,0,48,29
Rodeiro,2020-05-25,11,6,0,78,29
Rodeiro,2020-06-04,13,12,0,22,38
Rodeiro,2020-05-24,11,3,0,102,21
Rodeiro,2020-05-23,11,3,0,101,21
Rodeiro,2020-05-22,11,3,0,101,21
Rodeiro,2020-05-21,10,1,0,114,17
Rodeiro,2020-05-20,10,0,0,113,15
Rodeiro,2020-05-19,10,0,0,101,15
Rodeiro,2020-06-12,15,12,1,19,42
Rodeiro,2020-06-15,15,12,1,0,42
Rodeiro,2020-06-16,15,12,1,0,15
Rodeiro,2020-06-17,15,15,1,6,42
Rodeiro,2020-06-18,16,15,1,2,42
Rodeiro,2020-06-19,16,15,1,3,42
Rodeiro,2020-06-22,17,15,1,10,42
Rodeiro,2020-06-23,18,15,1,22,42
Rodeiro,2020-06-24,18,15,1,24,42
Rodeiro,2020-06-25,18,15,1,1,45
Rodeiro,2020-06-26,19,15,1,15,45
Rodeiro,2020-06-29,20,17,1,1,53
Rodeiro,2020-06-30,20,17,1,1,57
Rodeiro,2020-07-01,22,17,1,0,58
Rodeiro,2020-07-03,23,19,1,1,61
Rodeiro,2020-07-02,22,17,1,1,58
Rodeiro,2020-05-18,7,0,0,1,15
Rodeiro,2020-05-15,4,0,0,1,70
Rodeiro,2020-05-14,4,0,0,1,55
Rodeiro,2020-05-13,4,0,0,3,37
Rodeiro,2020-05-11,4,0,0,3,16
Rodeiro,2020-05-09,3,0,0,4,15
Rodeiro,2020-05-08,3,0,0,4,15
Rodeiro,2020-05-07,3,0,0,3,15
Rodeiro,2020-05-12,4,0,0,3,37
Rodeiro,2020-05-06,0,0,0,0,3
Rodeiro,2020-05-05,0,0,0,0,3
Rodeiro,2020-05-04,0,0,0,0,3
Rodeiro,2020-04-30,0,0,0,0,3
Rodeiro,2020-04-29,0,0,0,0,0
Rodeiro,2020-04-28,0,0,0,2,1
Rodeiro,2020-04-27,0,0,0,2,1
Rodeiro,2020-04-24,0,0,0,2,1
Rodeiro,2020-04-23,0,0,0,2,1
Rodeiro,2020-04-22,0,0,0,2,1
Rodeiro,2020-04-20,0,0,0,2,1
Rodeiro,2020-04-17,0,0,0,2,1
Rodeiro,2020-04-16,0,0,0,2,1
Rodeiro,2020-04-15,0,0,0,1,1
Rodeiro,2020-04-14,0,0,0,1,1
Rodeiro,2020-04-13,0,0,0,1,1
Rodeiro,2020-04-09,0,0,0,1,1
Rodeiro,2020-04-08,0,0,0,1,1
Rodeiro,2020-04-07,0,0,0,1,1
Rodeiro,2020-04-06,0,0,0,1,0
Rodeiro,2020-04-05,0,0,0,0,1
Rodeiro,2020-04-04,0,0,0,0,1
Rodeiro,2020-04-03,0,0,0,0,1
Rodeiro,2020-04-02,0,0,0,0,1
Rodeiro,2020-04-01,0,0,0,0,1
Rodeiro,2020-03-31,0,0,0,0,1
Rodeiro,2020-03-30,0,0,0,0,1
Rodeiro,2020-03-29,0,0,0,0,1
Rodeiro,2020-03-27,0,0,0,0,1
Rodeiro,2020-03-25,0,0,0,1,0
Rodeiro,2020-03-26,0,0,0,0,1
Rodeiro,2020-03-24,0,0,0,0,0
Rodeiro,2020-07-06,23,19,1,2,61
Rodeiro,2020-07-07,23,22,1,1,63
Rodeiro,2020-07-08,25,22,1,1,64
Rodeiro,2020-07-09,25,22,1,1,65
Rodeiro,2020-07-10,26,22,1,1,68
Rodeiro,2020-07-13,28,22,1,1,70
Rodeiro,2020-07-14,29,22,1,1,73
Rodeiro,2020-07-15,33,22,1,1,75
Rodeiro,2020-07-16,33,27,1,3,75
Rodeiro,2020-07-17,35,27,1,3,80
Rodeiro,2020-07-20,46,28,1,7,81
Rodeiro,0000-00-00,53,31,1,1,86
Rodeiro,2020-07-21,53,31,1,7,86
Rodeiro,2020-07-22,55,36,1,5,104
Rodeiro,2020-07-23,55,38,1,3,112
Rodeiro,2020-07-24,58,41,1,3,122
Rodeiro,2020-07-27,60,44,1,4,123
Rodeiro,2020-07-28,61,45,1,4,127
Rodeiro,2020-07-29,61,45,1,4,135
Rodeiro,2020-07-30,61,45,1,3,141
Rodeiro,2020-07-31,62,45,1,4,141
Rodeiro,2020-08-03,62,45,1,4,151
Rodeiro,2020-08-04,63,47,1,2,153
Rodeiro,2020-08-05,64,47,1,4,154
Rodeiro,2020-08-06,64,47,1,3,155
Rodeiro,2020-08-07,64,48,1,5,160
Rodeiro,2020-08-10,69,50,1,12,170
Rodeiro,2020-08-11,69,52,1,5,182
Rodeiro,2020-08-12,69,52,1,3,192
Rodeiro,2020-08-13,70,57,1,2,195
Rodeiro,2020-08-14,71,66,1,2,200
Rodeiro,2020-08-17,72,66,1,4,210
Rodeiro,2020-08-18,72,66,1,2,216
Rodeiro,2020-08-19,76,66,1,3,220
Rodeiro,2020-08-20,80,68,1,7,237
Rodeiro,2020-08-21,86,70,1,5,276
Rodeiro,2020-08-24,86,72,1,5,300
Rodeiro,2020-08-25,87,72,1,5,305
Rodeiro,2020-08-26,87,75,1,4,306
Rodeiro,2020-08-27,88,78,1,4,308
Rodeiro,2020-08-28,88,80,1,4,314
Rodeiro,2020-08-31,93,82,1,5,325
Divinésia,2020-06-02,1,0,0,4,7
Divinésia,2020-04-15,1,0,0,20,1
Divinésia,2020-04-16,1,0,0,21,1
Divinésia,2020-04-17,1,0,0,18,3
Divinésia,2020-04-19,1,0,0,19,3
Divinésia,2020-04-21,1,0,0,9,3
Divinésia,2020-04-18,1,0,0,18,3
Divinésia,2020-04-20,1,0,0,19,3
Divinésia,2020-04-22,1,0,0,6,3
Divinésia,2020-04-23,1,0,0,5,3
Divinésia,2020-04-23,1,0,0,5,3
Divinésia,2020-04-24,1,0,0,5,3
Divinésia,2020-04-25,1,0,0,5,3
Divinésia,2020-04-26,1,0,0,4,3
Divinésia,2020-04-27,1,0,0,7,3
Divinésia,2020-04-29,1,0,0,8,3
Divinésia,2020-04-28,1,0,0,0,3
Divinésia,2020-05-01,1,0,0,3,3
Divinésia,2020-04-30,1,0,0,3,3
Divinésia,2020-05-02,1,0,0,3,3
Divinésia,2020-05-03,1,0,0,3,3
Divinésia,2020-05-04,1,0,0,5,3
Divinésia,2020-05-05,1,0,0,5,3
Divinésia,2020-05-06,1,0,0,5,3
Divinésia,2020-05-07,1,0,0,13,3
Divinésia,2020-05-08,1,0,0,13,3
Divinésia,2020-05-09,1,0,0,13,3
Divinésia,2020-05-10,1,0,0,13,3
Divinésia,2020-05-11,1,0,0,6,3
Divinésia,2020-05-12,1,0,0,6,4
Divinésia,2020-05-13,1,0,0,10,4
Divinésia,2020-05-14,1,0,0,10,4
Divinésia,2020-05-15,1,0,0,12,4
Divinésia,2020-05-18,1,0,0,6,5
Divinésia,2020-05-19,1,0,0,4,5
Divinésia,2020-04-28,1,0,0,6,3
Divinésia,2020-05-20,1,0,0,3,6
Divinésia,2020-05-22,1,0,0,4,6
Divinésia,2020-05-21,1,0,0,5,6
Divinésia,2020-05-23,1,0,0,3,7
Divinésia,2020-05-24,1,0,0,3,7
Divinésia,2020-05-25,1,0,0,5,7
Divinésia,2020-05-26,1,0,0,5,7
Divinésia,2020-05-27,1,0,0,4,7
Divinésia,2020-05-28,1,0,0,4,7
Divinésia,2020-05-29,1,0,0,3,7
Divinésia,2020-05-30,1,0,0,3,7
Divinésia,2020-05-31,1,0,0,1,7
Divinésia,2020-06-03,1,0,0,4,7
Divinésia,2020-06-04,1,0,0,4,7
Divinésia,2020-06-05,1,0,0,6,7
Divinésia,2020-06-08,1,0,0,5,7
Divinésia,2020-06-07,1,0,0,6,7
Divinésia,2020-06-06,1,0,0,6,7
Divinésia,2020-06-09,1,0,0,2,8
Divinésia,2020-06-10,1,0,0,2,8
Divinésia,2020-06-11,1,,0,0,8
Divinésia,2020-06-12,1,0,0,16,8
Divinésia,2020-06-13,1,,0,0,8
Divinésia,2020-06-14,1,,0,0,8
Divinésia,2020-06-16,1,,0,0,9
Divinésia,0000-00-00,1,,0,0,9
Divinésia,2020-06-17,1,,0,0,9
Divinésia,2020-06-18,1,,0,0,9
Divinésia,2020-06-19,1,,0,0,9
Divinésia,2020-06-20,1,,0,0,9
Divinésia,2020-06-21,1,,0,0,9
Divinésia,2020-06-22,1,,0,0,9
Divinésia,2020-06-23,1,,0,0,10
Divinésia,2020-06-24,1,,0,0,10
Divinésia,2020-07-02,1,,0,0,11
Divinésia,2020-07-01,1,,0,0,11
Divinésia,2020-06-30,1,,0,0,11
Divinésia,2020-06-29,1,,0,0,11
Divinésia,2020-06-28,1,,0,0,11
Divinésia,2020-06-27,1,,0,0,11
Divinésia,2020-06-26,1,,0,0,11
Divinésia,2020-06-25,1,,0,0,10
Divinésia,2020-06-12,1,,0,0,8
Divinésia,2020-06-10,1,,0,0,8
Divinésia,2020-06-09,1,,0,0,8
Divinésia,2020-06-08,1,,0,0,7
Divinésia,2020-06-07,1,,0,0,7
Divinésia,2020-06-06,1,,0,0,7
Divinésia,2020-06-05,1,,0,0,7
Divinésia,2020-06-04,1,,0,0,7
Divinésia,2020-06-03,1,,0,0,7
Divinésia,2020-06-02,1,,0,0,7
Divinésia,2020-05-31,1,,0,0,7
Divinésia,2020-05-30,1,,0,0,7
Divinésia,2020-05-29,1,,0,0,7
Divinésia,2020-05-28,1,,0,0,7
Divinésia,2020-06-15,1,,0,13,7
Divinésia,2020-05-27,1,,0,0,7
Divinésia,2020-05-26,1,,0,0,7
Divinésia,2020-05-25,1,,0,0,7
Divinésia,2020-05-24,1,,0,0,7
Divinésia,2020-05-23,1,,0,0,7
Divinésia,2020-05-21,1,,0,1,6
Divinésia,2020-05-22,1,,0,1,6
Divinésia,2020-05-20,1,,0,0,6
Divinésia,2020-05-19,1,,0,1,5
Divinésia,2020-05-18,1,,0,1,5
Divinésia,2020-05-15,1,,0,2,4
Divinésia,2020-05-14,1,,0,1,4
Divinésia,2020-05-13,1,,0,1,4
Divinésia,2020-05-12,1,,0,0,4
Divinésia,2020-05-11,1,,0,0,3
Divinésia,2020-05-10,1,,0,0,3
Divinésia,2020-05-09,1,,0,0,3
Divinésia,2020-05-08,1,,0,0,3
Divinésia,2020-05-07,1,,0,0,3
Divinésia,2020-05-06,1,,0,0,3
Divinésia,2020-05-05,1,,0,0,3
Divinésia,2020-05-04,1,,0,0,3
Divinésia,2020-05-03,1,,0,0,3
Divinésia,2020-05-02,1,,0,0,3
Divinésia,2020-05-01,1,,0,0,3
Divinésia,2020-04-30,1,,0,0,3
Divinésia,2020-04-29,1,,0,0,3
Divinésia,2020-04-28,1,,0,0,3
Divinésia,2020-04-27,1,,0,0,3
Divinésia,2020-04-26,1,,0,0,3
Divinésia,2020-04-25,1,,0,0,3
Divinésia,2020-04-24,1,,0,0,3
Divinésia,2020-04-23,1,,0,0,3
Divinésia,2020-04-22,1,,0,0,3
Divinésia,2020-04-21,1,,0,0,3
Divinésia,2020-04-20,1,,0,0,3
Divinésia,2020-04-19,1,,0,0,3
Divinésia,2020-04-18,1,,0,0,3
Divinésia,2020-04-17,1,,0,0,3
Divinésia,2020-04-16,1,,0,2,1
Divinésia,2020-04-15,1,,0,2,1
Divinésia,2020-07-03,1,,0,0,11
Divinésia,2020-07-04,1,,0,0,11
Divinésia,2020-07-05,1,,0,0,11
Divinésia,2020-07-07,1,,0,0,11
Divinésia,2020-07-09,1,,0,1,15
Divinésia,2020-07-08,1,,0,0,13
Divinésia,2020-07-10,1,,0,0,16
Divinésia,2020-07-11,1,,0,0,16
Divinésia,2020-07-12,1,,0,0,16
Divinésia,2020-07-13,1,,0,0,17
Divinésia,2020-07-14,1,,0,1,17
Divinésia,2020-07-15,1,,0,0,19
Divinésia,2020-07-16,1,,0,0,21
Divinésia,2020-07-17,1,,0,0,21
Divinésia,2020-07-18,1,,0,1,21
Divinésia,2020-07-19,2,,0,0,21
Divinésia,2020-07-20,2,1,1,0,21
Divinésia,2020-07-21,2,1,1,1,21
Divinésia,2020-07-22,2,1,1,1,26
Divinésia,2020-07-23,2,1,1,0,27
Divinésia,2020-07-24,2,1,1,0,29
Divinésia,2020-07-25,2,1,1,0,29
Divinésia,2020-07-26,2,1,1,0,29
Divinésia,2020-07-27,2,1,1,0,31
Divinésia,2020-07-28,2,1,1,1,35
Divinésia,2020-07-29,2,1,1,3,35
Divinésia,2020-07-30,2,1,1,2,36
Divinésia,2020-07-31,3,1,1,0,37
Divinésia,2020-08-01,4,1,1,1,38
Divinésia,2020-08-02,4,1,1,1,38
Divinésia,2020-08-03,4,1,1,1,38
Divinésia,2020-08-04,6,1,1,1,39
Divinésia,2020-08-05,6,1,1,0,40
Divinésia,2020-08-06,7,1,1,0,40
Divinésia,2020-08-07,11,1,1,2,40
Divinésia,2020-08-08,11,1,1,2,40
Divinésia,2020-08-09,11,1,1,2,40
Divinésia,2020-08-10,11,3,1,2,41
Divinésia,2020-08-11,11,3,1,0,44
Divinésia,2020-08-12,11,5,1,0,44
Divinésia,2020-08-13,12,5,1,0,44
Divinésia,2020-08-14,13,5,1,1,44
Divinésia,2020-08-15,13,6,1,1,44
Divinésia,2020-08-16,13,6,1,1,44
Divinésia,2020-08-17,13,6,1,0,45
Divinésia,2020-08-18,13,6,1,0,47
Divinésia,2020-08-19,15,6,1,0,49
Divinésia,2020-08-20,16,10,1,0,52
Divinésia,2020-08-21,16,10,1,1,54
Divinésia,2020-08-22,16,10,1,0,55
Divinésia,2020-08-23,16,10,1,0,56
Divinésia,2020-08-24,16,12,1,0,56
Divinésia,2020-08-25,16,12,1,1,56
Divinésia,2020-08-26,16,12,1,0,60
Divinésia,2020-08-27,16,12,1,0,61
Divinésia,2020-08-28,16,12,1,0,62
Divinésia,2020-08-29,16,14,1,2,62
Divinésia,2020-08-30,17,14,1,0,63
Divinésia,2020-08-31,17,14,1,0,63
Divinésia,2020-09-01,17,14,1,0,65
Divinésia,2020-09-02,17,14,1,0,67
Divinésia,2020-09-03,17,15,1,0,69
Divinésia,2020-09-04,18,15,1,1,71
Divinésia,2020-09-05,20,15,1,0,71
Divinésia,2020-09-06,20,15,1,0,71
Divinésia,2020-09-07,20,16,1,0,71
Divinésia,2020-09-08,20,16,1,0,71
Divinésia,2020-09-09,21,16,1,1,74
Divinésia,2020-09-10,21,16,1,1,74
Divinésia,2020-09-11,21,18,1,3,74
Divinésia,2020-09-12,21,18,1,3,79
Divinésia,2020-09-13,21,18,1,3,80
Divinésia,2020-09-14,21,20,1,1,87
Divinésia,2020-09-15,23,20,1,0,88
Divinésia,2020-09-16,23,20,1,0,88
Divinésia,2020-09-17,24,20,1,5,88
Divinésia,2020-09-19,26,22,1,0,93
Divinésia,2020-09-20,26,22,1,0,94
Divinésia,2020-09-21,26,23,1,0,94
Divinésia,2020-09-22,27,23,1,2,94
Divinésia,2020-09-23,28,24,1,0,95
Divinésia,2020-09-24,28,26,1,2,95
Divinésia,2020-09-25,29,27,1,1,98
Divinésia,2020-09-26,29,27,1,0,101
Divinésia,2020-09-27,29,27,1,0,101
Divinésia,2020-09-28,29,27,1,2,101
Divinésia,2020-09-29,32,27,1,0,102
Divinésia,2020-09-30,32,27,1,3,102
Divinésia,2020-10-01,33,27,1,0,102
Divinésia,2020-10-02,33,27,1,3,105
Divinésia,2020-10-03,34,27,1,1,107
Divinésia,2020-10-04,34,27,1,0,108
Divinésia,2020-10-05,34,29,1,0,112
Divinésia,2020-10-06,34,29,1,1,113
Divinésia,2020-10-07,34,29,1,0,114
Divinésia,2020-10-08,34,32,1,8,115
Divinésia,2020-10-09,36,34,1,1,121
Divinésia,2020-10-11,36,34,1,4,123
Divinésia,2020-10-12,36,34,1,4,123
Divinésia,2020-10-13,36,35,1,4,125
Divinésia,2020-10-14,36,35,1,3,126
Divinésia,2020-10-15,36,35,1,7,126
Divinésia,2020-10-16,36,35,1,3,130
Divinésia,2020-10-17,36,35,1,0,133
Divinésia,2020-10-18,36,35,1,3,133
Divinésia,2020-10-19,36,35,1,3,133
Divinésia,2020-10-20,36,35,1,4,134
Divinésia,2020-10-21,37,35,1,4,136
Divinésia,2020-10-22,37,35,1,7,139
Divinésia,2020-10-23,38,36,1,7,140
Divinésia,2020-10-24,38,36,1,7,140
Divinésia,2020-10-25,38,36,1,7,140
Divinésia,2020-10-26,39,37,1,5,147
Divinésia,2020-10-27,39,38,1,5,149
Divinésia,2020-10-28,39,38,1,9,149
Divinésia,2020-10-29,40,39,1,7,150
Divinésia,2020-10-30,40,39,1,7,150
Divinésia,2020-10-31,40,39,1,7,150
Divinésia,2020-11-01,40,39,1,3,154
Divinésia,2020-11-02,40,39,1,0,157
Divinésia,2020-11-03,40,39,1,3,157
Divinésia,2020-11-04,41,40,1,3,157
Divinésia,2020-11-06,42,41,1,4,163
Divinésia,2020-11-07,42,41,1,6,163
Divinésia,2020-11-08,42,41,1,6,163
Divinésia,2020-11-09,42,41,1,6,163
Divinésia,2020-11-10,42,41,1,2,167
Divinésia,2020-11-11,44,41,1,9,167
Divinésia,2020-11-12,45,41,1,13,169
Divinésia,2020-11-13,45,41,1,13,169
Divinésia,2020-11-14,45,41,1,13,169
Divinésia,2020-11-15,45,41,1,7,175
Divinésia,2020-11-15,45,41,1,7,175
Divinésia,2020-11-16,45,41,1,7,175
Divinésia,2020-11-17,45,42,1,0,182
Divinésia,2020-11-18,45,42,1,0,183
Divinésia,2020-11-19,45,43,2,7,184
Divinésia,2020-11-20,45,43,2,6,188
Divinésia,2020-11-21,45,43,2,6,188
Divinésia,2020-11-22,46,43,2,6,188
Divinésia,2020-11-23,46,43,2,7,188
Divinésia,2020-11-24,47,43,2,22,191
Divinésia,2020-11-25,50,44,2,22,192
Divinésia,2020-11-26,53,45,2,16,200
Divinésia,2020-11-27,57,49,2,21,201
Divinésia,2020-11-28,57,49,2,21,201
Divinésia,2020-11-29,57,49,2,21,201
Divinésia,2020-11-30,59,50,2,26,201
Divinésia,2020-12-01,61,51,2,26,201
Divinésia,2020-12-02,65,56,2,14,209
Divinésia,2020-12-05,67,58,2,19,215
Divinésia,2020-12-06,67,61,2,19,215
Divinésia,2020-12-07,68,61,2,19,215
Divinésia,2020-12-08,70,63,2,24,220
Divinésia,2020-12-11,72,66,2,42,223
Divinésia,2020-12-12,77,66,2,42,223
Divinésia,2020-12-13,84,66,2,29,229
Divinésia,2020-12-14,85,75,2,28,230
Divinésia,2020-12-15,88,75,2,36,232
Divinésia,2020-12-16,89,75,2,36,232
Divinésia,2020-12-17,103,89,2,13,240
Divinésia,2020-12-18,104,91,2,13,240
Divinésia,2020-12-19,104,93,2,13,240
Divinésia,2020-12-20,104,96,2,13,240
Divinésia,2020-12-21,105,97,2,9,247
Divinésia,2020-12-22,110,103,2,5,248
Divinésia,2020-12-23,111,106,3,2,253
Divinésia,2020-12-24,111,106,3,2,253
Divinésia,2020-12-25,112,106,3,2,255
Divinésia,2020-12-26,112,107,3,2,255
Divinésia,2020-12-27,112,108,3,2,255
Divinésia,2020-12-28,113,108,3,2,257
Divinésia,2020-12-29,114,108,3,2,260
Divinésia,2020-12-30,115,108,3,2,260
Divinésia,2020-12-31,115,108,3,2,263
Divinésia,2021-01-01,115,109,3,2,263
Divinésia,2021-01-02,115,109,3,0,267
Divinésia,2021-01-03,115,109,3,0,267
Divinésia,2021-01-04,116,110,3,0,267
Divinésia,2021-01-05,117,110,3,2,267
Divinésia,2021-01-06,117,110,4,2,267
Divinésia,2021-01-07,117,111,4,2,267
Divinésia,2021-01-08,117,111,4,2,267
Divinésia,2021-01-09,121,112,4,0,270
Divinésia,2021-01-10,121,112,4,0,270
Divinésia,2021-01-12,124,113,4,1,272
Divinésia,2021-01-11,121,112,4,0,270
Divinésia,2021-01-13,124,113,4,2,272
Divinésia,2021-01-14,126,114,4,3,272
Divinésia,2021-01-15,127,117,4,3,275
Divinésia,2021-01-16,127,117,4,1,275
Divinésia,2021-01-17,127,117,4,1,275
Divinésia,2021-01-18,128,120,4,0,275
Divinésia,2021-01-19,129,120,4,2,275
Divinésia,2021-01-20,131,121,4,0,276
Guarani,2020-05-26,1,,,4,19
Guarani,2020-05-29,0,,,3,10
Guarani,2020-05-30,0,,,3,10
Guarani,2020-05-31,0,,,4,10
Guarani,2020-05-01,0,,,4,10
Guarani,2020-06-02,0,,,4,10
Guarani,2020-06-03,1,,,3,10
Guarani,2020-06-04,1,,,3,10
Guarani,2020-06-05,1,,,3,10
Guarani,2020-06-05,1,,,3,10
Guarani,2020-06-07,5,,,7,10
Guarani,2020-06-08,5,,,7,10
Guarani,2020-06-09,5,,,7,10
Guarani,2020-06-10,5,,,7,12
Guarani,2020-06-11,5,,,8,14
Guarani,2020-06-12,5,,,8,14
Guarani,2020-06-13,5,,,8,14
Guarani,2020-06-14,5,,,8,14
Guarani,2020-06-15,5,5,,3,97
Guarani,2020-06-16,5,5,,3,100
Guarani,2020-06-17,5,5,,3,100
Guarani,2020-06-18,6,5,,3,101
Guarani,2020-06-19,6,5,,4,114
Guarani,2020-06-20,6,5,,7,114
Guarani,2020-06-21,6,5,,7,114
Guarani,2020-06-22,6,5,,8,137
Guarani,2020-06-23,6,5,,6,143
Guarani,2020-06-24,6,5,0,6,143
Guarani,2020-06-25,6,5,0,6,143
Guarani,2020-06-26,7,5,0,8,143
Guarani,2020-06-27,7,5,0,8,145
Guarani,2020-06-28,7,5,0,8,145
Guarani,2020-06-29,7,5,0,6,188
Guarani,2020-06-30,7,5,0,5,194
Guarani,2020-07-01,7,6,0,7,198
Guarani,0000-00-00,9999,,,9999,
Guarani,2020-07-02,7,6,0,8,198
Guarani,2020-07-03,8,6,0,6,201
