nomeMunicipio,dataCaso,confirmadosCaso,recuperadosCaso,obitosCaso,suspeitosCaso,descartadosCaso
Astolfo Dutra,2020-05-29,11,4,0,73,7
Astolfo Dutra,2020-06-03,14,6,1,150,8
Astolfo Dutra,2020-06-02,14,4,1,108,8
Astolfo Dutra,2020-06-01,14,4,1,81,8
Astolfo Dutra,2020-05-31,14,4,1,76,7
Astolfo Dutra,2020-05-30,13,4,0,74,7
Astolfo Dutra,2020-05-28,10,4,0,68,6
Astolfo Dutra,2020-05-27,9,2,0,68,5
Astolfo Dutra,2020-05-26,9,2,0,66,5
Astolfo Dutra,2020-05-25,9,2,0,64,5
Astolfo Dutra,2020-05-24,8,2,0,62,5
Astolfo Dutra,2020-05-23,8,2,0,60,5
Astolfo Dutra,2020-05-22,8,2,0,60,5
Astolfo Dutra,2020-05-21,8,1,0,58,5
Astolfo Dutra,2020-05-20,8,0,0,54,4
Astolfo Dutra,2020-05-19,6,0,0,50,4
Astolfo Dutra,2020-05-18,5,0,0,50,4
Astolfo Dutra,2020-05-17,5,0,0,50,4
Astolfo Dutra,2020-05-14,5,0,0,46,3
Astolfo Dutra,2020-05-13,3,0,0,39,3
Astolfo Dutra,2020-05-12,2,0,0,37,3
Astolfo Dutra,2020-05-09,2,0,0,30,3
Astolfo Dutra,2020-05-06,1,0,0,28,3
Astolfo Dutra,2020-05-05,0,0,0,28,3
Astolfo Dutra,2020-04-14,0,0,0,16,3
Astolfo Dutra,2020-04-11,0,0,0,16,2
Astolfo Dutra,2020-04-08,0,0,0,20,2
Astolfo Dutra,2020-04-06,0,0,0,52,2
Astolfo Dutra,2020-04-02,0,0,0,69,0
Astolfo Dutra,2020-03-30,0,0,0,43,0
Astolfo Dutra,2020-03-24,0,0,0,8,0
Astolfo Dutra,2020-03-23,0,0,0,5,0
Astolfo Dutra,2020-06-04,14,6,1,150,8
Astolfo Dutra,2020-06-05,16,7,1,153,8
Astolfo Dutra,2020-06-06,16,7,1,155,8
Astolfo Dutra,2020-06-07,16,7,1,156,8
Astolfo Dutra,2020-06-08,16,7,1,156,10
Astolfo Dutra,2020-06-09,16,7,1,158,11
Astolfo Dutra,2020-06-10,16,7,1,161,11
Astolfo Dutra,2020-06-11,16,10,1,163,11
Astolfo Dutra,2020-06-12,17,10,1,169,11
Astolfo Dutra,2020-06-13,17,12,1,170,12
Astolfo Dutra,2020-06-14,17,12,1,170,12
Astolfo Dutra,2020-06-15,17,12,1,176,12
Astolfo Dutra,2020-06-16,17,12,1,177,12
Astolfo Dutra,2020-06-17,17,12,1,177,12
Astolfo Dutra,2020-06-18,18,12,1,177,13
Astolfo Dutra,2020-06-19,18,15,1,181,13
Astolfo Dutra,2020-06-20,18,15,1,181,13
Astolfo Dutra,2020-06-21,18,15,1,182,13
Astolfo Dutra,2020-06-22,18,15,1,182,13
Astolfo Dutra,2020-06-23,18,15,1,184,13
Astolfo Dutra,2020-06-24,22,15,1,190,13
Astolfo Dutra,2020-06-25,22,15,1,190,13
Astolfo Dutra,2020-06-26,22,16,1,201,14
Astolfo Dutra,2020-06-27,22,16,1,201,14
Astolfo Dutra,2020-06-28,22,16,1,203,14
Astolfo Dutra,2020-06-29,22,16,1,211,14
Astolfo Dutra,2020-06-30,22,16,1,211,14
Astolfo Dutra,2020-07-01,22,16,1,211,14
Astolfo Dutra,2020-07-02,22,16,1,211,14
Astolfo Dutra,2020-07-03,22,20,1,222,14
Astolfo Dutra,2020-07-04,22,20,1,222,14
Astolfo Dutra,2020-07-05,22,20,1,223,14
Astolfo Dutra,2020-07-06,24,20,1,225,14
Astolfo Dutra,2020-07-07,25,21,1,245,14
Astolfo Dutra,2020-07-08,27,21,1,248,14
Astolfo Dutra,2020-07-09,31,21,1,270,14
Astolfo Dutra,2020-07-10,33,21,1,311,14
Astolfo Dutra,2020-07-11,34,24,1,313,14
Astolfo Dutra,2020-07-12,34,24,1,314,14
Astolfo Dutra,2020-07-13,36,25,1,341,14
Astolfo Dutra,2020-07-14,36,25,1,351,15
Astolfo Dutra,2020-07-15,39,30,1,354,16
Astolfo Dutra,2020-07-16,41,30,1,401,16
Astolfo Dutra,2020-07-17,47,30,2,410,16
Astolfo Dutra,2020-07-18,47,32,2,431,16
Astolfo Dutra,2020-07-19,47,32,2,431,16
Astolfo Dutra,2020-07-20,54,34,2,453,16
Astolfo Dutra,2020-07-21,56,36,2,461,16
Astolfo Dutra,2020-07-22,57,36,2,472,16
Astolfo Dutra,2020-07-23,60,36,2,475,20
Astolfo Dutra,2020-07-24,60,47,2,501,20
Astolfo Dutra,2020-07-25,60,47,2,501,20
Astolfo Dutra,2020-07-26,60,47,2,501,20
Astolfo Dutra,2020-07-27,63,47,2,514,21
Astolfo Dutra,2020-07-28,65,53,2,531,21
Astolfo Dutra,2020-07-29,69,59,2,551,21
Astolfo Dutra,2020-07-30,70,60,2,561,21
Astolfo Dutra,2020-07-31,72,60,2,581,21
Astolfo Dutra,2020-08-01,72,60,2,581,21
Astolfo Dutra,2020-08-02,72,60,2,581,21
Astolfo Dutra,2020-08-03,73,62,2,591,21
Astolfo Dutra,2020-08-04,74,66,2,601,21
Astolfo Dutra,2020-08-05,77,66,2,601,21
Astolfo Dutra,2020-08-06,78,69,2,621,21
Astolfo Dutra,2020-08-07,80,70,2,641,21
Astolfo Dutra,2020-08-08,81,70,2,641,21
Astolfo Dutra,2020-08-09,81,70,2,641,21
Astolfo Dutra,2020-08-10,83,76,2,651,21
Astolfo Dutra,2020-08-11,85,76,2,661,21
Astolfo Dutra,2020-08-12,86,76,2,661,21
Astolfo Dutra,2020-08-13,88,79,3,671,21
Astolfo Dutra,2020-08-14,91,81,3,681,21
Astolfo Dutra,2020-08-15,91,81,3,681,21
Astolfo Dutra,2020-08-16,91,81,3,681,21
Astolfo Dutra,2020-08-17,91,83,3,751,21
Astolfo Dutra,2020-08-18,93,83,3,761,21
Astolfo Dutra,2020-08-19,95,86,3,771,21
Astolfo Dutra,2020-08-20,96,86,3,773,21
Astolfo Dutra,2020-08-21,96,86,3,773,21
Astolfo Dutra,2020-08-22,97,86,3,773,21
Astolfo Dutra,2020-08-23,97,86,3,773,21
Astolfo Dutra,2020-08-24,101,92,3,881,21
Astolfo Dutra,2020-08-25,103,92,3,883,21
Astolfo Dutra,2020-08-26,107,95,4,883,23
Astolfo Dutra,2020-08-27,108,95,4,883,23
Astolfo Dutra,2020-08-28,110,100,4,885,28
Astolfo Dutra,2020-08-29,110,100,4,885,29
Astolfo Dutra,2020-08-30,110,100,4,885,29
Astolfo Dutra,2020-08-31,113,101,4,893,29
Astolfo Dutra,2020-09-01,114,106,4,901,33
Astolfo Dutra,2020-09-02,116,107,4,903,33
Astolfo Dutra,2020-09-03,121,108,4,908,33
Astolfo Dutra,2020-09-04,123,110,4,941,33
Astolfo Dutra,2020-09-05,123,110,4,941,34
Astolfo Dutra,2020-09-06,123,110,4,941,34
Astolfo Dutra,2020-09-07,123,110,4,941,34
Astolfo Dutra,2020-09-08,123,112,4,941,34
Astolfo Dutra,2020-09-09,124,113,4,951,34
Astolfo Dutra,2020-09-10,127,113,4,955,34
Astolfo Dutra,2020-09-12,133,116,4,971,35
Astolfo Dutra,2020-09-13,133,116,4,971,35
Astolfo Dutra,2020-09-14,136,127,4,981,38
Astolfo Dutra,2020-09-17,139,129,4,1051,40
Astolfo Dutra,2020-09-18,142,129,4,1062,46
Astolfo Dutra,2020-09-20,142,129,4,1062,46
Astolfo Dutra,2020-09-21,143,133,4,1069,49
Astolfo Dutra,2020-09-22,143,133,4,1069,49
Astolfo Dutra,2020-09-23,144,133,4,1075,49
Astolfo Dutra,2020-09-25,144,133,4,1076,49
Astolfo Dutra,2020-09-26,144,135,4,1076,49
Astolfo Dutra,2020-10-02,150,144,4,1108,54
Astolfo Dutra,2020-10-04,150,145,4,1108,54
Astolfo Dutra,2020-10-10,156,146,4,1151,57
Astolfo Dutra,2020-10-11,156,147,4,1151,57
Astolfo Dutra,2020-10-14,157,153,4,1151,58
Astolfo Dutra,2020-10-16,158,153,4,1180,58
Astolfo Dutra,2020-10-26,163,155,4,1221,60
Astolfo Dutra,2020-10-27,163,155,4,1225,60
Astolfo Dutra,2020-10-28,163,155,4,1232,68
Astolfo Dutra,2020-10-29,166,158,4,1251,68
Astolfo Dutra,2020-10-30,172,159,4,1255,73
Astolfo Dutra,2020-11-01,172,159,4,1255,73
Astolfo Dutra,2020-11-02,172,159,4,1255,73
Astolfo Dutra,2020-11-03,172,159,4,1255,73
Astolfo Dutra,2020-11-04,175,165,4,1269,73
Astolfo Dutra,2020-11-07,183,166,4,1311,79
Astolfo Dutra,2020-11-09,184,173,5,1331,81
Astolfo Dutra,2020-11-10,197,175,5,1352,81
Astolfo Dutra,2020-11-11,201,175,5,1401,82
Astolfo Dutra,2020-11-12,210,175,5,1431,89
Astolfo Dutra,2020-11-13,216,182,5,1471,96
Astolfo Dutra,2020-11-16,241,193,5,1551,102
Astolfo Dutra,2020-11-17,253,203,5,1601,107
São Geraldo,2020-05-26,1,,,4,19
São Geraldo,2020-05-26,1,,,4,19
São Geraldo,2020-05-26,1,,,4,19
São Geraldo,2020-05-26,1,,,4,19
São Geraldo,2020-06-01,2,,,4,19
São Geraldo,2020-06-02,2,,,11,20
São Geraldo,2020-06-02,2,,,11,20
São Geraldo,2020-06-04,2,,,13,33
São Geraldo,2020-06-04,2,,,13,33
São Geraldo,2020-06-04,2,,,13,33
São Geraldo,2020-06-04,2,,,13,33
São Geraldo,2020-06-04,0,,,13,33
São Geraldo,2020-06-04,2,,,13,33
São Geraldo,2020-06-10,3,,1,24,48
São Geraldo,2020-06-10,3,,1,24,48
São Geraldo,2020-06-10,3,,1,24,48
São Geraldo,2020-06-10,3,,1,24,48
São Geraldo,2020-06-10,3,,1,24,48
São Geraldo,2020-06-10,3,,1,24,48
São Geraldo,2020-06-10,3,,1,24,48
São Geraldo,0000-00-00,1111,111,111,111,111
São Geraldo,0000-00-00,14111,,,11111,
São Geraldo,2020-06-10,3,,1,24,48
São Geraldo,2020-06-16,3,2,1,23,65
São Geraldo,2020-06-16,3,2,1,23,65
São Geraldo,2020-06-16,3,2,1,23,65
São Geraldo,2020-06-16,3,2,1,23,65
São Geraldo,2020-06-16,3,2,1,23,
São Geraldo,2020-06-22,4,2,1,6,88
São Geraldo,2020-06-22,4,2,1,6,88
São Geraldo,2020-06-22,4,2,1,6,88
São Geraldo,2020-06-22,4,2,1,6,88
São Geraldo,2020-06-26,4,3,1,17,93
São Geraldo,2020-06-26,4,3,1,17,93
São Geraldo,2020-06-26,4,3,1,17,93
São Geraldo,2020-06-26,4,3,1,17,93
São Geraldo,2020-06-30,4,3,1,32,96
São Geraldo,2020-06-30,4,3,1,32,96
São Geraldo,2020-07-02,4,3,1,28,104
São Geraldo,2020-07-03,5,3,1,35,104
São Geraldo,2020-07-03,5,3,1,35,104
São Geraldo,2020-07-05,6,3,1,48,104
São Geraldo,2020-07-06,7,3,1,50,113
São Geraldo,2020-07-07,8,3,1,41,127
São Geraldo,0000-00-00,9,3,2,41,128
São Geraldo,2020-07-08,9,3,2,41,128
São Geraldo,2020-07-08,9,3,2,41,128
São Geraldo,2020-07-08,9,3,2,41,128
São Geraldo,2020-07-08,9,3,2,41,128
São Geraldo,2020-07-13,14,5,2,63,141
São Geraldo,2020-07-13,14,5,2,63,141
São Geraldo,2020-07-15,16,6,2,43,179
São Geraldo,2020-07-16,25,7,2,64,186
São Geraldo,2020-07-17,27,7,2,65,202
São Geraldo,2020-07-17,27,7,2,65,202
São Geraldo,2020-07-17,27,7,2,65,202
São Geraldo,2020-07-20,31,14,3,71,207
São Geraldo,2020-07-21,34,16,3,88,224
São Geraldo,2020-07-22,35,16,3,88,224
São Geraldo,2020-07-22,35,16,3,88,224
São Geraldo,2020-07-24,36,26,3,41,278
São Geraldo,2020-07-24,36,26,3,41,278
São Geraldo,2020-07-27,37,31,3,29,291
São Geraldo,2020-07-27,37,31,3,29,291
São Geraldo,2020-07-29,38,33,3,23,302
São Geraldo,2020-07-30,39,33,3,26,303
São Geraldo,2020-07-31,40,34,3,27,306
São Geraldo,2020-07-31,40,34,3,27,306
São Geraldo,2020-07-31,40,34,3,27,306
São Geraldo,2020-08-04,41,35,3,21,326
São Geraldo,2020-08-04,41,35,3,21,326
São Geraldo,2020-08-04,41,35,3,21,326
São Geraldo,2020-08-07,41,36,3,23,340
São Geraldo,2020-08-07,41,36,3,23,340
São Geraldo,2020-08-07,41,36,3,23,340
São Geraldo,2020-08-10,42,37,3,20,345
São Geraldo,2020-08-10,42,37,3,20,345
São Geraldo,2020-08-10,42,37,3,20,345
São Geraldo,2020-08-10,42,37,3,20,345
São Geraldo,2020-08-16,42,37,4,20,345
São Geraldo,2020-08-17,42,37,4,20,345
São Geraldo,2020-08-17,42,37,4,20,345
São Geraldo,2020-08-19,42,37,4,20,345
São Geraldo,2020-08-19,42,37,4,20,345
São Geraldo,2020-08-24,43,37,4,20,345
São Geraldo,2020-08-25,43,37,4,20,345
São Geraldo,2020-08-25,43,37,4,20,345
São Geraldo,2020-08-26,43,37,4,20,345
São Geraldo,2020-08-28,44,37,4,20,345
São Geraldo,2020-08-28,44,37,4,20,345
São Geraldo,2020-09-01,44,37,4,20,345
São Geraldo,2020-09-01,44,37,4,20,345
São Geraldo,2020-09-01,44,37,4,20,345
São Geraldo,2020-09-02,44,37,4,20,345
São Geraldo,2020-09-05,44,37,4,20,345
São Geraldo,2020-09-08,45,37,4,20,345
São Geraldo,2020-09-08,45,37,4,20,345
São Geraldo,2020-09-09,45,37,4,20,345
São Geraldo,2020-09-10,45,37,4,20,345
São Geraldo,2020-09-13,45,37,5,20,345
São Geraldo,2020-09-13,45,37,5,20,345
São Geraldo,2020-09-13,45,37,5,20,345
São Geraldo,2020-09-13,45,37,5,20,345
São Geraldo,2020-09-16,51,37,5,20,345
São Geraldo,2020-09-18,51,37,5,20,345
São Geraldo,2020-09-20,51,37,5,20,345
São Geraldo,2020-09-20,51,37,5,20,345
São Geraldo,2020-09-24,51,37,5,20,345
São Geraldo,2020-09-27,51,37,5,20,345
São Geraldo,2020-09-27,51,37,5,20,345
São Geraldo,2020-09-29,51,37,5,20,345
São Geraldo,2020-09-29,51,37,5,20,345
São Geraldo,2020-09-29,51,37,5,20,345
São Geraldo,2020-10-04,51,37,5,20,345
São Geraldo,2020-10-05,52,0,5,0,0
São Geraldo,2020-10-05,52,0,5,0,0
São Geraldo,2020-10-08,52,0,5,0,0
São Geraldo,2020-10-11,52,0,5,0,0
São Geraldo,2020-10-11,52,0,5,0,0
São Geraldo,2020-10-20,54,0,5,0,0
São Geraldo,2020-10-23,55,0,5,0,0
São Geraldo,2020-10-29,55,0,5,0,0
Dores do Turvo,2020-05-21,0,,,1,13
Dores do Turvo,2020-05-21,0,,,1,13
Dores do Turvo,2020-05-21,0,,,1,13
Dores do Turvo,2020-05-21,0,,,1,13
Dores do Turvo,2020-05-21,0,,,1,13
Dores do Turvo,2020-05-21,0,,,1,13
Dores do Turvo,2020-05-21,0,,,1,13
Dores do Turvo,2020-05-21,0,,,1,13
Dores do Turvo,2020-05-21,0,,,1,13
Dores do Turvo,2020-05-21,0,,,1,13
Dores do Turvo,2020-06-09,0,,,0,13
Dores do Turvo,2020-06-10,0,,,2,13
Dores do Turvo,2020-06-10,0,,,2,13
Dores do Turvo,2020-06-10,0,,,2,13
Dores do Turvo,2020-06-10,0,,,2,13
Dores do Turvo,2020-06-10,0,,,2,13
Dores do Turvo,2020-06-10,0,,,2,13
Dores do Turvo,2020-06-10,0,,,2,13
Dores do Turvo,2020-06-10,0,,,2,13
Dores do Turvo,2020-06-10,0,,,2,13
Dores do Turvo,2020-06-10,0,,,2,13
Dores do Turvo,2020-06-10,0,,,2,13
Dores do Turvo,2020-06-10,0,,,2,13
Dores do Turvo,2020-06-10,0,,,2,13
Dores do Turvo,2020-06-23,0,,,1,17
Dores do Turvo,2020-06-25,0,,,0,18
Dores do Turvo,2020-06-25,0,,,0,18
Dores do Turvo,2020-06-25,0,,,0,18
Dores do Turvo,2020-06-25,0,,,0,18
Dores do Turvo,2020-06-25,0,,,0,18
Dores do Turvo,2020-06-25,0,,,0,18
Dores do Turvo,2020-07-01,0,,,0,20
Dores do Turvo,2020-07-01,0,,,0,20
Dores do Turvo,2020-07-01,0,,,0,20
Dores do Turvo,2020-07-01,0,,,0,20
Dores do Turvo,2020-07-01,0,,,0,20
Dores do Turvo,2020-07-01,0,,,0,20
Dores do Turvo,2020-07-01,0,,,0,20
Dores do Turvo,2020-07-08,0,,,0,22
Dores do Turvo,2020-07-08,0,,,0,22
Dores do Turvo,2020-07-08,0,,,0,22
Dores do Turvo,2020-07-08,0,,,0,22
Dores do Turvo,2020-07-08,0,,,0,22
Dores do Turvo,2020-07-08,0,,,0,22
Dores do Turvo,2020-07-08,0,,,0,22
Dores do Turvo,2020-07-08,0,,,0,22
Dores do Turvo,2020-07-08,0,,,0,22
Dores do Turvo,2020-07-08,0,,,0,22
Dores do Turvo,2020-07-08,0,,,0,22
Dores do Turvo,2020-07-08,0,,,0,22
Dores do Turvo,2020-07-08,0,,,0,22
Dores do Turvo,2020-07-08,0,,,0,22
Dores do Turvo,2020-07-08,0,,,0,22
Dores do Turvo,2020-07-08,0,,,0,22
Dores do Turvo,2020-07-08,0,,,0,22
Dores do Turvo,2020-07-24,0,,,0,31
Dores do Turvo,2020-07-24,0,,,0,31
Dores do Turvo,2020-07-28,0,,,0,38
Dores do Turvo,2020-07-28,0,,,0,38
Dores do Turvo,2020-07-28,0,,,0,38
Dores do Turvo,2020-07-28,0,,,0,38
Dores do Turvo,2020-07-28,0,,,0,38
Dores do Turvo,2020-07-28,0,,,0,38
Dores do Turvo,2020-07-28,0,,,0,38
Dores do Turvo,2020-07-28,0,,,0,38
Dores do Turvo,2020-08-06,0,,,0,43
Dores do Turvo,2020-08-06,0,,,0,43
Dores do Turvo,2020-08-06,0,,,0,43
Dores do Turvo,2020-08-06,0,,,0,43
Dores do Turvo,2020-08-06,0,,,0,43
Dores do Turvo,2020-08-06,0,,,0,43
Dores do Turvo,2020-08-06,0,,,0,43
Dores do Turvo,2020-08-06,0,,,0,43
Dores do Turvo,2020-08-06,0,,,0,43
Dores do Turvo,2020-08-06,0,,,0,43
Dores do Turvo,2020-08-17,0,,,0,49
Dores do Turvo,2020-08-17,0,,,0,49
Dores do Turvo,2020-08-17,0,,,0,49
Dores do Turvo,2020-08-20,0,,,0,53
Dores do Turvo,2020-08-20,0,,,0,53
Dores do Turvo,2020-08-20,0,,,0,53
Dores do Turvo,2020-08-20,0,,,0,53
Dores do Turvo,2020-08-20,0,,,0,53
Dores do Turvo,2020-08-20,0,,,0,53
Dores do Turvo,2020-08-20,0,,,0,53
Dores do Turvo,2020-08-20,0,,,0,53
Dores do Turvo,2020-08-20,0,,,0,53
Dores do Turvo,2020-09-04,4,,0,0,56
Dores do Turvo,2020-09-04,4,,0,0,56
Dores do Turvo,2020-09-04,4,,0,0,56
Dores do Turvo,2020-09-04,4,,0,0,56
Dores do Turvo,2020-09-04,4,,0,0,56
Dores do Turvo,2020-09-04,4,,0,0,56
Dores do Turvo,2020-09-10,4,,0,0,56
Dores do Turvo,2020-09-10,4,,0,0,56
Dores do Turvo,2020-09-10,4,,0,0,56
Dores do Turvo,2020-09-10,4,,0,0,56
Dores do Turvo,2020-09-16,4,3,0,2,63
Dores do Turvo,2020-09-18,3,6,1,4,63
Dores do Turvo,2020-09-18,3,6,1,4,63
Dores do Turvo,2020-09-18,3,6,1,4,63
Dores do Turvo,2020-09-22,8,5,1,3,66
Dores do Turvo,2020-09-25,8,6,1,1,73
Dores do Turvo,2020-09-25,8,6,1,1,73
Dores do Turvo,2020-09-25,8,6,1,1,73
Dores do Turvo,2020-09-30,8,7,1,0,79
Dores do Turvo,2020-09-30,8,7,1,0,79
Dores do Turvo,2020-09-30,8,7,1,0,79
Dores do Turvo,2020-09-30,8,7,1,0,79
Dores do Turvo,2020-09-30,8,7,1,0,79
Dores do Turvo,2020-09-30,8,7,1,0,79
Dores do Turvo,2020-09-30,8,7,1,0,79
Dores do Turvo,2020-09-30,8,7,1,0,79
Dores do Turvo,2020-09-30,8,7,1,0,79
Dores do Turvo,2020-10-22,10,7,1,0,88
Dores do Turvo,2020-10-22,10,7,1,0,88
Dores do Turvo,2020-10-22,10,7,1,0,88
Senador Firmino,2020-05-30,2,0,0,0,0
Senador Firmino,0000-00-00,1,,0,,
Senador Firmino,0000-00-00,1,4,5,2,3
Senador Firmino,2020-05-30,0,,,85,4
Senador Firmino,2020-05-31,0,,,85,4
Senador Firmino,2020-06-01,0,,,66,4
Senador Firmino,2020-06-02,1,4,5,2,3
Senador Firmino,2020-06-02,0,,,65,4
Senador Firmino,2020-06-03,1,4,5,2,3
Senador Firmino,2020-06-03,0,,,61,4
Senador Firmino,2020-06-04,0,,,48,6
Senador Firmino,2020-06-05,0,,,67,6
Senador Firmino,2020-06-06,0,,,67,6
Senador Firmino,2020-06-07,0,,,70,6
Senador Firmino,2020-06-08,0,,,64,6
Senador Firmino,2020-06-09,0,,,65,8
Senador Firmino,2020-06-10,1,,,69,8
Senador Firmino,2020-06-11,1,,,73,8
Senador Firmino,2020-06-12,1,,,123,8
Senador Firmino,2020-06-12,1,,,123,8
Senador Firmino,2020-06-13,1,,,155,8
Senador Firmino,2020-06-14,1,,1,155,9
Senador Firmino,2020-06-15,1,,1,158,9
Senador Firmino,2020-06-16,1,,1,148,15
Senador Firmino,2020-06-17,1,,1,144,16
Senador Firmino,2020-06-18,1,,1,111,16
Senador Firmino,2020-06-19,4,,1,119,16
Senador Firmino,2020-06-20,4,,1,121,16
Senador Firmino,2020-06-21,4,,1,124,16
Senador Firmino,2020-06-22,4,,1,109,21
Senador Firmino,2020-06-23,6,3,1,115,21
Senador Firmino,2020-06-24,6,3,1,93,21
Senador Firmino,2020-06-25,7,3,1,106,22
Senador Firmino,2020-06-26,7,3,1,120,22
Senador Firmino,2020-06-27,7,3,1,138,22
Senador Firmino,2020-06-28,7,3,1,198,22
Senador Firmino,2020-06-29,7,3,1,195,23
Senador Firmino,2020-06-30,7,5,1,194,23
Senador Firmino,0000-00-00,7,5,1,194,23
Senador Firmino,2020-07-02,7,5,1,132,25
Senador Firmino,2020-07-03,7,6,1,111,25
Senador Firmino,2020-07-04,7,6,1,98,26
Senador Firmino,2020-07-05,7,6,1,98,26
Senador Firmino,2020-07-06,7,6,1,97,26
Senador Firmino,2020-07-07,7,6,1,75,31
Senador Firmino,2020-07-08,7,6,1,61,31
Senador Firmino,2020-07-09,8,6,1,55,32
Senador Firmino,2020-07-10,8,6,1,60,32
Senador Firmino,2020-07-11,8,6,1,60,32
Senador Firmino,2020-07-12,8,6,1,65,32
Senador Firmino,2020-07-13,8,6,1,68,34
Senador Firmino,2020-07-14,8,7,1,73,34
Senador Firmino,2020-07-15,8,7,1,78,34
Senador Firmino,2020-07-16,8,7,1,85,34
Senador Firmino,2020-07-17,8,7,1,88,37
Senador Firmino,2020-07-18,8,7,1,88,38
Senador Firmino,2020-07-19,8,7,1,88,38
Senador Firmino,2020-07-20,8,7,1,90,38
Senador Firmino,2020-07-21,9,7,1,91,38
Senador Firmino,2020-07-22,10,7,1,94,40
Senador Firmino,2020-07-23,10,7,1,100,40
Senador Firmino,2020-07-24,10,7,1,130,55
Senador Firmino,2020-07-26,10,7,1,130,55
Senador Firmino,2020-07-27,8,7,1,116,59
Senador Firmino,2020-07-27,8,7,1,116,59
Senador Firmino,2020-07-28,10,7,2,121,92
Senador Firmino,2020-07-29,10,7,2,127,92
Senador Firmino,2020-07-30,10,7,2,127,92
Senador Firmino,2020-07-31,10,7,2,131,92
Senador Firmino,2020-08-01,10,7,2,131,92
Senador Firmino,2020-08-02,10,7,2,131,92
Senador Firmino,2020-08-03,10,7,2,131,92
Senador Firmino,2020-08-04,10,7,2,131,92
Senador Firmino,2020-08-05,10,8,2,131,92
Senador Firmino,2020-08-06,10,8,2,131,118
Senador Firmino,2020-08-07,11,8,2,131,118
Senador Firmino,2020-08-08,11,8,2,131,118
Senador Firmino,2020-08-09,11,8,2,131,118
Senador Firmino,2020-08-10,11,8,2,131,119
Senador Firmino,2020-08-11,11,8,2,131,119
Senador Firmino,2020-08-12,11,8,2,131,122
Senador Firmino,2020-08-13,11,8,2,131,127
Senador Firmino,2020-08-14,11,9,2,131,141
Senador Firmino,2020-08-16,11,9,2,131,141
Senador Firmino,2020-08-17,11,9,2,131,143
Senador Firmino,2020-08-18,11,9,2,131,152
Senador Firmino,2020-08-21,11,9,2,131,168
Senador Firmino,2020-08-21,11,9,2,131,169
Senador Firmino,2020-08-24,11,9,2,131,175
Senador Firmino,2020-08-25,13,9,2,0,186
Senador Firmino,2020-08-26,14,9,2,0,190
Senador Firmino,2020-08-27,15,9,2,0,213
Senador Firmino,2020-08-28,15,9,2,0,215
Senador Firmino,2020-08-29,15,9,2,0,215
Senador Firmino,2020-09-02,17,11,2,0,219
Senador Firmino,2020-09-03,17,11,2,0,219
Senador Firmino,2020-09-04,17,13,2,0,220
Senador Firmino,2020-09-05,17,13,2,0,220
Senador Firmino,2020-09-07,17,13,2,0,220
Senador Firmino,2020-09-08,17,14,2,0,221
Senador Firmino,2020-09-09,17,14,2,0,222
Senador Firmino,2020-09-10,17,14,2,0,225
Senador Firmino,2020-09-12,17,14,2,0,225
Senador Firmino,2020-09-14,17,15,2,0,225
Senador Firmino,2020-09-15,18,16,2,0,226
Senador Firmino,2020-09-16,18,16,2,0,229
Senador Firmino,2020-09-17,19,16,2,7,229
Senador Firmino,2020-09-19,19,16,2,7,229
Senador Firmino,2020-09-20,19,16,2,7,229
Senador Firmino,2020-09-21,20,16,2,2,236
Senador Firmino,2020-09-23,21,16,2,3,236
Senador Firmino,2020-09-25,21,17,2,3,236
Senador Firmino,2020-09-27,21,17,2,2,236
Senador Firmino,2020-09-29,23,18,2,2,238
Senador Firmino,2020-09-30,23,20,2,2,238
Senador Firmino,2020-10-01,23,20,2,3,245
Senador Firmino,2020-10-01,24,20,2,0,247
Senador Firmino,2020-10-05,24,20,2,4,247
Senador Firmino,2020-10-07,27,21,2,4,254
Senador Firmino,2020-10-08,27,21,2,4,254
Senador Firmino,2020-10-09,27,22,2,3,254
Senador Firmino,2020-10-09,27,22,2,3,254
Senador Firmino,2020-10-13,27,23,2,5,260
Senador Firmino,2020-10-24,28,26,2,5,277
Senador Firmino,2020-10-25,28,26,2,5,277
Senador Firmino,2020-11-04,34,28,2,4,289
Guidoval,2020-05-26,0,0,0,0,19
Guidoval,2020-06-02,73,51,2,4,0
Guidoval,2020-06-02,0,0,0,3,22
Guidoval,2020-06-10,0,0,0,0,28
Guidoval,2020-06-05,0,0,0,2,23
Guidoval,2020-06-01,0,0,0,3,22
Guidoval,2020-06-16,0,0,0,2,31
Guidoval,2020-06-18,0,0,0,0,31
Guidoval,2020-06-20,0,0,0,0,31
Guidoval,2020-06-23,0,0,0,35,31
Guidoval,2020-06-25,0,0,0,5,0
Guidoval,2020-07-02,0,0,0,9,65
Guidoval,2020-03-28,0,0,0,2,0
Guidoval,2020-03-31,0,0,0,3,0
Guidoval,2020-04-01,0,0,0,5,0
Guidoval,2020-04-02,0,0,0,2,0
Guidoval,2020-04-26,0,0,0,1,4
Guidoval,2020-05-05,0,0,0,0,6
Guidoval,2020-05-12,0,0,0,0,14
Guidoval,2020-05-20,0,0,0,1,18
Guidoval,2020-07-06,0,0,0,7,70
Guidoval,2020-07-10,0,0,0,7,74
Guidoval,2020-07-14,0,0,0,1,81
Guidoval,2020-07-15,1,0,0,2,99
Guidoval,2020-07-20,1,0,0,4,94
Guidoval,2020-07-21,1,0,0,5,101
